StationNbr,Name,City,RegionalOffice,County,ConnectDate,DisconnectDate,IsActive,IsEtoStation,Elevation,GroundCover,HmsLatitude,HmsLongitude,SitingDesc,lat,lon,elev_ft,connect,disconnect,elev_m,dist_to_almond_km,in_window
143,San Juan Valley,Hollister,South Central Region Office,San Benito,1/1/1998,12/31/2050,True,False,245,Grass,36º49'22N / 36.822861,-121º28'4W / -121.46787,"DATE: 11-25-02<br />
<br />
STATION#:143<br />
STATION NAME: San Juan Valley<br />
ETO ZONE: 3<br />
PREVAILING WINDS: NW<br />
LOCAL CHARACTER: Primarily an agricultural area but recently becoming urbanized. Principal crops include salad greens, nursery products and wine grapes.<br />
<br />
DESCRIPTION OF STATION SITE: The station is located on at the end of a golf course driving range. The turf is intensely cultivated and cared for.<br />
<br />
NORTH:<br />
300  ft: Turf<br />
<br />
NORTHEAST:<br />
50ft: Turf<br />
50ft: A line of young oak trees<br />
50  ft: Native vegetation.<br />
<br />
EAST:<br />
300  ft: Turf<br />
<br />
SOUTH:<br />
200ft: Turf<br />
200ft: Facility building and patio<br />
<br />
WEST:<br />
300  ft: Turf<br />
<br />
COMMENTS:<br />",36.822861,-121.46787,245,1998-01-01,2050-12-31,74.676,49.42,True
144,Petaluma East,Petaluma,North Central Region Office,Sonoma,8/25/1999,12/31/2050,True,True,97,Grass,38º15'59N / 38.266428,-122º36'59W / -122.61646,,38.266428,-122.61646,97,1999-08-25,2050-12-31,29.5656,52.17,True
145,Madera,Madera,South Central Region Office,Madera,5/13/1998,3/27/2013,False,True,230,Grass,37º1'0N / 37.016528,-120º11'11W / -120.18639,"DATE: 11-18-02<br/><br/>
STATION#;145<br/>                            STATION NAME: Madera<br/> 
ETO ZONE: 12<br/>  
PREVAILING WINDS: WNW<br/>  
LOCAL CHARACTER: Agricultural region with primary crops including grapes, almonds, pistachios and nursery stock.<br/><br/> 

DESCRIPTION OF STATION SITE:<br/>
 Was located on a private farm on a flood-irrigated pasture.<br/><br/>

NORTH:<br/>
200+ ft: Pasture<br/><br/>

EAST:<br/>
200ft: Pasture<br/>
200+ ft: Almonds<br/><br/>

SOUTH:<br/>
125ft: Pasture<br/>
125-150ft: Paved road/unpaved shoulder<br/>
150+ ft: Pasture<br/><br/>

WEST:<br/>
150ft: Pasture<br/>
150-175ft: Paved road/unpaved shoulder<br/>
175+ ft: Almonds<br/><br/>
 
COMMENTS: Station 145 was moved 2 miles east and is now (2013) Station 188<br/>",37.016528,-120.18639,230,1998-05-13,2013-03-27,70.104,0.0,False
146,Belridge,Lost Hills,South Central Region Office,Kern,10/9/1998,12/31/2050,True,True,410,Grass,35º30'21N / 35.505833,-119º41'28W / -119.69114,,35.505833,-119.69114,410,1998-10-09,2050-12-31,124.968,2.96,True
147,Otay Lake,Chula Vista,Southern Region Office,San Diego,4/15/1999,12/31/2050,True,True,580,Grass,32º37'42N / 32.628208,-116º56'21W / -116.93928,,32.628208,-116.93928,580,1999-04-15,2050-12-31,176.78400000000002,236.69,True
148,Merced,Merced,South Central Region Office,Merced,1/4/1999,4/9/2024,False,True,200,Grass,37º18'51N / 37.314139,-120º23'12W / -120.3867,"DATE: 11-18-02<br/><br/>
STATION#:148<br/>                            STATION NAME:  Merced<br/>
ETO ZONE: 12<br/>		 
PREVAILING WINDS: NW<br/>
LOCAL CHARACTER: Rural county with primarily agricultural interests.  Common farming activities include tomatoes, cow-calf operations, dairy, stone fruits and almonds.<br/><br/>  

DESCRIPTION OF STATION SITE:<br/>
 Located on a private farm in a flood-irrigated pasture.  It was installed in a fenced enclosure for protection from livestock.  The pasture could be better utilized, as it is sometimes tall and uneven.<br/><br/>

NORTH:<br/>
150ft: Pasture<br/>
150ft: Bear Creek<br/>
150ft: Walnuts (NE)<br/>  
150ft: Alfalfa/mixed pasture (NW)<br/><br/>

EAST:<br/>
200+ ft: Pasture<br/>
200+ ft: Plums<br/><br/>
 
SOUTH:<br/>
120ft: Pasture<br/>
120ft: Gravel parking area (SW)<br/>
120-200ft: Cement Slab (SE)<br/>
200+ ft: Farm buildings (SE)<br/><br/>

WEST:<br/>
180ft: Pasture<br/>
180+ ft: Walnuts<br/><br/>
 
COMMENTS:<br/>",37.314139,-120.3867,200,1999-01-04,2024-04-09,60.96,0.11,True
149,Oakland Foothills,Oakland,North Central Region Office,Alameda,3/25/1999,8/13/2013,False,False,145,Grass,37º46'50N / 37.780653,-122º10'49W / -122.18015,"DATE: 11-18-02<br />
<br />
STATION #: 149<br />
STATION NAME: Oakland Foothills<br />
ETO ZONE: 1<br />
PREVAILING WINDS: W<br />
LOCAL CHARACTER: Located on the campus of Mills College, the site is adjacent to a densely urbanized area.<br />
<br />
DESCRIPTION OF STATION SITE:<br />
It is located on a small turfed area surrounded by the college buildings and other facilities. The site slopes (approximately 30%) NESW<br />
<br />
NORTHEAST:<br />
25ft: Turf<br />
20-35ft: Vegetable garden<br />
35-110ft: Parking and street<br />
110-140ft: Grass and shrubs<br />
140ft: Two story building<br />
<br />
SOUTHEAST:<br />
25ft: Turf<br />
25-40ft: Grass and shrubs<br />
40ft: Two story building and one story building<br />
<br />
SOUTHWEST:<br />
100ft: Turf<br />
100-120ft: Grass, shrubs and trees (30` redwood)<br />
120ft: One-story classrooms<br />
<br />
NORTHWEST:<br />
25ft: Turf<br />
25-50ft: Flower garden, grass and shrubs<br />
50ft: One-story dormitories<br />
<br />
COMMENTS:<br />
This site is significantly constrained when it is compared to the CIMIS siting criteria. ETo and other environmental data should be used with caution.",37.780653,-122.18015,145,1999-03-25,2013-08-13,44.196000000000005,37.23,False
150,Miramar,La Jolla,Southern Region Office,San Diego,4/23/1999,12/31/2050,True,True,445,Grass,32º53'9N / 32.885847,-117º8'35W / -117.14314,,32.885847,-117.14314,445,1999-04-23,2050-12-31,135.636,243.93,True
151,Ripley,Blythe,Southern Region Office,Riverside,12/19/1998,12/31/2050,True,True,251,Alfalfa,33º31'56N / 33.532222,-114º38'2W / -114.63389,"DATE: 11-12-02<br />
<br />
STATION#:151<br />
STATION NAME: Ripley<br />
ETO ZONE: 18<br />
PREVAILING WINDS: S<br />
LOCAL CHARACTER: Desert region that is primarily a recreational and agricultural in character. Common Crops include alfalfa hay and vegetables.<br />
<br />
DESCRIPTION OF STATION SITE: The station is located in the middle of an alfalfa field.<br />
<br />
NORTH:<br />
300 ft: Alfalfa<br />
<br />
EAST:<br />
300 ft: Alfalfa<br />
<br />
SOUTH:<br />
300 ft: Alfalfa<br />
<br />
WEST:<br />
300 ft: Alfalfa<br />
<br />
COMMENTS:<br />
The nature of alfalfa cultivation and utilization is a cause for large fluctuations of site conditions, which will affect the station environment. The crop and field will not be irrigated prior to cutting, field curing, bailing and removal to storage. After it has been cut and baled, the crop has a period of growth that is not the same as it was before it was cut. This will affect the consistentcy of estimated ETr in some manner.",33.532222,-114.63389,251,1998-12-19,2050-12-31,76.5048,0.6,True
152,Camarillo,Camarillo,Southern Region Office,Ventura,1/21/2000,12/31/2050,True,True,130,Grass,34º13'10N / 34.219386,-118º59'33W / -118.99244,,34.219386,-118.99244,130,2000-01-21,2050-12-31,39.624,83.12,True
153,Escondido SPV,Escondido,Southern Region Office,San Diego,2/1/1999,12/31/2050,True,True,390,Alfalfa,33º4'52N / 33.08105,-116º58'33W / -116.9757,,33.08105,-116.9757,390,1999-02-01,2050-12-31,118.872,222.99,True
154,Salton Sea North,North Shore,Southern Region Office,Riverside,10/15/1998,10/30/2003,False,False,-200,Bare,33º30'14N / 33.503889,-115º54'56W / -115.91556,"DATE: 11-25-02<br/><br/>
STATION#:154<br/>                            STATION NAME: Salton Sea North<br/> 
ETO ZONE: 18<br/> 
PREVAILING WINDS:<br/>  
LOCAL CHARACTER: The area is a seasonal recreational centered on the Salton Sea.<br/><br/> 

DESCRIPTION OF STATION SITE:<br/>
 The station is located on the grounds of a state park along the beach of the Salton Sea.  In order to avoid vandalism and reduce environmental impact, the station was installed on roof of a covered meeting area.<br/><br/>

NORTH:<br/>
25ft: Roof<br/>
25+ ft: Drop-off to ground surface (approximately 15`)<br/>
25_300+ ft: Paved walkways and parking areas<br/><br/>

EAST:<br/>
150+: Roof<br/><br/>
 
SOUTH:<br/>
50ft: Roof<br/>
50ft: Drop-off to ground surface (approximately 15`)<br/>
25-300+ ft: Paved walkways, parking areas and beach<br/><br/>

WEST:<br/>
50ft: Roof<br/>
50ft: Drop-off to ground surface (approximately 15`)<br/>
50-300+ ft: Sand and native vegetation<br/><br/>

COMMENTS:<br/>
This is a Non-ETo station.  It was installed as a companion to provide data for modeling the environment of the Salton Sea.",33.503889,-115.91556,-200,1998-10-15,2003-10-30,-60.96,118.31,False
155,Bryte (experimental),West Sacramento,North Central Region Office,Yolo,12/10/1998,9/6/2022,False,False,40,Bare,38º35'57N / 38.599158,-121º32'25W / -121.54041,"DATE: 11-25-02<br />
<br />
STATION#:155<br />
STATION NAME: Bryte<br />
ETO ZONE: 14<br />
PREVAILING WINDS: SE<br />
LOCAL CHARACTER: Located on the west side of the Sacramento River on the levee. The City of West Sacramento lies on the landside of the levee.<br />
<br />
DESCRIPTION OF STATION SITE:<br />
The station is installed on the grounds of a Department of Water Resources Field Flood Operations site. The station is a non-ETo station used&nbsp;for research in the CIMIS program.<br />
<br />
NORTH:<br />
20ft: Bare soil<br />
20-100ft: Metal Shed and trees<br />
100ft: Sacramento River<br />
<br />
EAST:<br />
50ft: Bare dirt and asphalt.<br />
50ft -150ft: Bryte Facility buildings.<br />
<br />
<br />
SOUTH:<br />
60ft: Bare dirt and asphalt.<br />
60ft -150ft: Bryte Facility buildings.<br />
<br />
WEST:<br />
10ft: Bare soil<br />
10-150ft: Trees then Sacramento River<br />
<br />
COMMENTS: Data from Bryte is not representative of irrigated, non-obstructive surfaces.&nbsp; Nearby trees and buildings that shade and reflect upon the pyranometer, and moisture from the river and lack thereof from the bare ground and asphalt&nbsp;only represent this microclimate; not anything like an irrigated pasture.&nbsp; Wind readings are also affected by the buildings and trees nearby. Rainfall readings can also be affected; screened by the trees.&nbsp;Please use this data with caution.",38.599158,-121.54041,40,1998-12-10,2022-09-06,12.192,10.17,True
156,Oxnard,Oxnard,Southern Region Office,Ventura,10/12/2001,4/27/2017,False,False,48,Grass,34º14'1N / 34.233639,-119º11'49W / -119.19692,Station was moved from the eastern edge of River Ridge Golf course to a more central location in 2016.&nbsp; Shut down after vandalism in 2017.,34.233639,-119.19692,48,2001-10-12,2017-04-27,14.630400000000002,85.91,True
157,Point San Pedro,San Rafael,North Central Region Office,Marin,10/11/2002,12/31/2050,True,True,5,Grass,37º59'44N / 37.995478,-122º28'4W / -122.467656,,37.995478,-122.467656,5,2002-10-11,2050-12-31,1.524,56.33,True
158,Bennett Valley,Santa Rosa,North Central Region Office,Sonoma,10/1/2000,12/31/2050,True,True,270,Grass,38º25'10N / 38.419439,-122º39'31W / -122.65872,,38.419439,-122.65872,270,2000-10-01,2050-12-31,82.296,53.74,True
159,Monrovia,Monrovia,Southern Region Office,Los Angeles,10/15/1999,12/31/2050,True,False,595,Grass,34º8'47N / 34.146372,-117º59'9W / -117.9858,,34.146372,-117.9858,595,1999-10-15,2050-12-31,181.35600000000002,120.26,True
160,San Luis Obispo West,San Luis Obispo,Southern Region Office,San Luis Obispo,11/1/2000,12/31/2050,True,True,285,Grass,35º20'7N / 35.335261,-120º44'9W / -120.73588,"DATE: 11-25-02<br/><br/>
STATION#:160<br/>                            STATION NAME: San Luis Obispo West<br/> 
ETO ZONE: 6 <br/> 
PREVAILING WINDS: NW<br/>  
LOCAL CHARACTER: Mixed agriculture and residential area.<br/><br/>

DESCRIPTION OF STATION SITE:<br/>
 Located on a large turf area.<br/><br/>

NORTH:<br/>
200+ ft: Turf<br/><br/>

NORTHWEST:<br/>
100ft: Turf<br/>
100ft: Small grove of trees<br/>
100+ ft: Turf<br/><br/>

NORTHEAST:<br/>
100ft: Turf<br/>
100ft: Rock pile<br/>
100+ ft: Turf<br/><br/>

EAST:<br/>
200+ ft: Turf<br/><br/>

SOUTHEAST:<br/>
50ft: Turf<br/>
50ft: Rock pile<br/><br/>

SOUTH:<br/>
200+ ft: Turf<br/><br/>
 
WEST:<br/>
150ft: Turf<br/>
150-175ft: Drainage ditch<br/> 
175+ ft: Turf<br/><br/>

Comments:<br/>",35.335261,-120.73588,285,2000-11-01,2050-12-31,86.86800000000001,23.79,True
161,Patterson,Patterson,South Central Region Office,Stanislaus,8/23/1999,10/12/2017,False,False,183,Grass,37º26'20N / 37.438944,-121º8'19W / -121.13851,"DATE: 11-18-02<br/><br/>
STATION#:161<br/>                            STATION NAME: Patterson<br/> 
ETO ZONE: 14<br/>  
PREVAILING WINDS: WNW<br/>  
LOCAL CHARACTER: Agricultural and increasingly residential.  Agricultural activities include almonds, truck crops, and other fruit and nut crops.<br/><br/> 

DESCRIPTION OF STATION SITE:<br/>
Located on a turf farm.  The turf is well maintained and sprinkler irrigated.<br/><br/>

NORTH:<br/>
350+ ft: Turf<br/><br/>

EAST:<br/>
350+ ft: Turf<br/><br/>

SOUTH:<br/>
350+ ft: Turf --- unpaved access road runs south from the station<br/><br/>

WEST:<br/>
350+ ft: Turf --- unpaved access road runs west from the station.<br/><br/>

COMMENTS:<br/>
The station data will be significantly affected when turf is harvested from the vicinity of the station.  This will continue until the turf has returned to 100% cover. There is not at any one time more than 1/3 of the surrounding turf harvested. The turf is replaced with in weeks.",37.438944,-121.13851,183,1999-08-23,2017-10-12,55.778400000000005,0.0,True
162,Indio,Indio,Southern Region Office,Riverside,12/24/1999,2/26/2006,False,True,40,Grass,33º44'46N / 33.746111,-116º15'28W / -116.25778,,33.746111,-116.25778,40,1999-12-24,2006-02-26,12.192,151.78,False
163,Atascadero,Atascadero,Southern Region Office,San Luis Obispo,11/21/2000,12/31/2050,True,True,885,Grass,35º28'21N / 35.472556,-120º38'53W / -120.64814,,35.472556,-120.64814,885,2000-11-21,2050-12-31,269.748,6.71,True
164,Valley of the Moon,Sonoma,North Central Region Office,Sonoma,4/1/2000,12/18/2001,False,True,155,Grass,38º18'40N / 38.311144,-122º29'55W / -122.49866,,38.311144,-122.49866,155,2000-04-01,2001-12-18,47.244,41.11,False
165,Sisquoc,Santa Maria,Southern Region Office,Santa Barbara,4/26/2000,12/31/2050,True,True,536,Grass,34º50'31N / 34.841878,-120º12'46W / -120.21274,,34.841878,-120.21274,536,2000-04-26,2050-12-31,163.3728,82.77,True
166,Lodi West,Lodi,North Central Region Office,San Joaquin,9/13/2000,3/20/2015,False,True,25,Alfalfa,38º7'48N / 38.129933,-121º23'12W / -121.38659,"DATE: 11-18-02<br/><br/>
STATION #: 166<br/>	               
STATION NAME: Lodi West<br/>
ETO ZONE:  12<br/>
PREVAILING WINDS: NW<br/> 
LOCAL CHARACTER: Agricultural region with primary crops and activities include vineyards/wineries, fruit trees, small grains, dairy and cattle.<br/><br/>

DESCRIPTION OF STATION SITE:<br/>
The station is located on a large farming operation in a permanent pasture.  The pasture is used to raise young bulls and is kept well maintained.<br/><br/>

NORTH:<br/>
200ft: Pasture<br/>
200+ ft: Grain field (NE)<br/>
200+ ft: Pear orchard (NW)<br/><br/>

EAST:<br/>
400ft: Pasture<br/>
400+ ft: Pear Orchard<br/><br/>

SOUTH:<br/>
200ft: Pasture<br/>
200+ ft: Vineyard<br/><br/>

WEST:<br/>
400ft: Pasture<br/>
400+ ft: Animal pens, offices and shops<br/><br/>

COMMENTS:<br/>",38.129933,-121.38659,25,2000-09-13,2015-03-20,7.62,0.6,True
167,Tracy,Tracy,North Central Region Office,San Joaquin,9/1/2001,5/31/2017,False,True,82,Grass,37º43'33N / 37.725881,-121º28'32W / -121.47552,,37.725881,-121.47552,82,2001-09-01,2017-05-31,24.9936,0.74,True
168,Denair,Denair,South Central Region Office,Stanislaus,8/28/2002,4/9/2009,False,True,140,Grass,37º33'11N / 37.553111,-120º46'45W / -120.77928,,37.553111,-120.77928,140,2002-08-28,2009-04-09,42.672000000000004,0.09,False
169,Porterville,Porterville,South Central Region Office,Tulare,8/2/2000,3/17/2023,False,True,400,Grass,36º4'55N / 36.082056,-119º5'36W / -119.09342,"DATE: 11-18-02<br />
<br />
STATION#:169<br />
STATION NAME: Porterville<br />
ETO ZONE: 12<br />
PREVAILING WINDS: W<br />
LOCAL CHARACTER: Agricultural region including grapes (raisin/wine), citrus, and cotton.<br />
<br />
DESCRIPTION OF STATION SITE:<br />
The station has been installed on a private farm. The grass is flood irrigated.<br />
<br />
NORTH:<br />
200ft: Pasture<br />
200  ft: Walnut trees (NW)<br />
200  ft: Pasture (NE)<br />
<br />
EAST:<br />
300  ft: Pasture<br />
<br />
SOUTH:<br />
200ft: Pasture<br />
200  ft: Walnut trees (SE)<br />
200  ft: Pasture (SW)<br />
<br />
WEST:<br />
300  ft: Pasture<br />
<br />
COMMENTS:<br />",36.082056,-119.09342,400,2000-08-02,2023-03-17,121.92,0.1,True
170,Concord,Concord,North Central Region Office,Contra Costa,4/6/2001,12/31/2050,True,True,35,Grass,38º0'55N / 38.015372,-122º1'13W / -122.02028,"DATE: 11-12-02<br/><br/>     
STATION#:170<br/>                            STATION NAME: Concord<br/>
ETO ZONE: 6<br/>
PREVAILING WINDS: WNW<br/>
LOCAL CHARACTER:  Densely urbanized area of the East Bay.<br/><br/>

DESCRIPTION OF STATION SITE:<br/>
Located in an irrigated out of play area of a golf course.<br/><br/>

NORTH:<br/>
150: Well-maintained turf<br/>
150: Large oak tree<br/>
150-300+: Well-maintained turf<br/><br/>

EAST :<br/>
100: Well-maintained turf<br/>
100: Large Buckeye tree<br/>
100-300+: Well-maintained turf<br/><br/>

SOUTH:<br/>
150: Well-maintained turf<br/>
150: Row of trees<br/>
150-300+: Well-maintained turf<br/><br/>

WEST:<br/>
300: Well-maintained turf<br/>
300: Row of trees<br/><br/>

COMMENTS:<br/>",38.015372,-122.02028,35,2001-04-06,2050-12-31,10.668000000000001,26.09,True
171,Union City,Union City,North Central Region Office,Alameda,2/5/2001,12/31/2050,True,True,16,Grass,37º35'56N / 37.598758,-122º3'12W / -122.05323,"DATE: 11-12-02<br/><br/>
STATION #:171<br/>	            	    
STATION NAME: Union City<br/>
ETO ZONE: 6<br/>		
PREVAILING WINDS: WNW<br/>
LOCAL CHARACTER: Located in an intensively urbanized area of the East Bay.<br/><br/>  

DESCRIPTION OF STATION SITE:<br/>
Well maintained turf area with a city park.<br/><br/>  

NORTH:<br/>
100ft: Well-maintained turf<br/>
100-400+ ft: Single story houses with small lawns<br/><br/>

EAST :<br/>
100ft: Well-maintained turf<br/>
100ft: Widely N-S tree line<br/>
100-400+ ft: Well-maintained turf<br/><br/> 

SOUTH:<br/>
400+ ft: Well-maintained turf<br/><br/>

WEST:<br/>
125ft: Well-maintained turf<br/>
125+ft: Single story houses with small lawns<br/><br/>

COMMENTS:<br/>
Extensive fetch of well-maintained turf in the prevailing wind direction mitigates the limitations of this urban site.",37.598758,-122.05323,16,2001-02-05,2050-12-31,4.8768,39.76,True
172,Lost Hills NW,Lost Hills,South Central Region Office,Kern,7/26/2000,7/1/2003,False,False,225,Grass,35º44'0N / 35.733222,-119º44'33W / -119.74255,,35.733222,-119.74255,225,2000-07-26,2003-07-01,68.58,6.49,False
173,Torrey Pines,La Jolla,Southern Region Office,San Diego,11/29/2000,12/31/2050,True,True,335,Grass,32º54'7N / 32.901867,-117º15'2W / -117.25046,"DATE: 11-18-02<br/><br/>
STATION#:173<br/>                            STATION NAME: Torrey Pines<br/>  
ETO ZONE: 1<br/>  
PREVAILING WINDS: Westerly<br/>  
LOCAL CHARACTER: Located in a recreational area adjacent to the ocean.<br/><br/>  

DESCRIPTION OF STATION SITE:<br/>
 It is installed in Torrey Pines Park in a well-maintained sprinkler irrigated turf area.<br/><br/> 

NORTH:<br/>
100ft: Turf<br/>
100ft: One-story restrooms building  (NNW)<br/>
100+ ft: Turf and widely scattered trees<br/><br/>

EAST:<br/>
200+ ft: Turf and widely scattered trees<br/><br/>
 
SOUTH:<br/>
200+ ft: Turf and widely scattered trees<br/><br/>

WEST:<br/>
200+ ft: Turf and widely scattered trees<br/><br/>

COMMENTS:<br/>
The data from this station are predominately affected by the movement of the marine layer across the site.",32.901867,-117.25046,335,2000-11-29,2050-12-31,102.108,253.01,True
174,Long Beach,Long Beach,Southern Region Office,Los Angeles,9/22/2000,12/31/2050,True,True,17,Grass,33º47'55N / 33.798697,-118º5'41W / -118.09479,,33.798697,-118.09479,17,2000-09-22,2050-12-31,5.1816,146.82,True
175,Palo Verde II,Palo Verde,Southern Region Office,Imperial,1/11/2001,3/26/2025,False,False,230,Alfalfa,33º23'1N / 33.383697,-114º43'9W / -114.71921,,33.383697,-114.71921,230,2001-01-11,2025-03-26,70.104,17.62,True
176,La Quinta,Indio,Southern Region Office,Riverside,11/10/2000,9/26/2006,False,True,42,Grass,33º41'8N / 33.685556,-116º18'20W / -116.30556,"DATE: 11-12-02<br/><br/>
STATION#:176<br/>                            STATION NAME: La Quinta<br/>
ETO ZONE:  16<br/>
PREVAILING WINDS:  NW<br/>
LOCAL CHARACTER: La Quinta is an area of mixed agriculture, recreation and residential land use.  Agriculture = citrus/dates; recreation = golf; residential = seasonal and year-round.<br/><br/>

DESCRIPTION OF STATION SITE:<br/>
Located on the campus of La Quinta Golf Course.<br/><br/>  

NORTH:<br/>
200ft: Well-maintained turf<br/>
120ft: A clump of 8 palm trees<br/>
120-200ft: Well-maintained turf<br/>
200ft:  Dense row of oleanders<br/><br/> 

EAST:<br/>
300ft: Well-maintained turf<br/><br/>

SOUTH:<br/>
175ft: Well-maintained turf<br/>
175ft: Row of tall palm trees--<br/>
175-200ft: Well-maintained turf<br/>
200ft: Perimeter wall (approximately 8` tall) in front of dense oleanders<br/><br/>

WEST:<br/>
300ft: Well-maintained turf<br/>
300+ ft: Dense row of ornamental pines forming a significant windbreak<br/><br/> 

COMMENTS:<br/>
Large turf area mitigates the wind obstructions on the perimeter of the site.",33.685556,-116.30556,42,2000-11-10,2006-09-26,12.8016,155.32,False
177,Watsonville West,Watsonville,South Central Region Office,Santa Cruz,11/30/2000,3/22/2006,False,True,212,Grass,36º54'0N / 36.9,-121º48'47W / -121.81311,"DATE: 11-12-02<br/><br/>
STATION#:177<br/>                            STATION NAME: Watsonville West<br/>
ETO ZONE: 2<br/>		
PREVAILING WINDS:<br/> 	

LOCAL CHARACTER: The area is primarily agricultural with intensive truck and berry crops---including strawberries, lettuce, celery and broccoli.<br/><br/>

DESCRIPTION OF STATION SITE:<br/>
Located on a 3-4 acre grassed plot surrounded by strawberry fields.<br/><br/>

NORTH:<br/>
200ft: Grass<br/>
200+ ft: Row crops--strawberry<br/><br/>

EAST :<br/>
150ft: Grass<br/>
150-250ft: Row crops ---strawberry<br/>
250-275ft: Dirt road<br/>
275ft: Row crops ---strawberry<br/><br/>

SOUTH:<br/>
275ft: Grass<br/>
275-350ft: Unpaved parking area<br/><br/>

WEST:<br/>
300ft: Grass<br/>
300ft: Row crops ---strawberry<br/><br/>

COMMENTS:<br/>",36.9,-121.81311,212,2000-11-30,2006-03-22,64.61760000000001,72.71,False
178,Moraga,Moraga,North Central Region Office,Contra Costa,2/27/2002,12/31/2050,True,True,510,Grass,37º50'15N / 37.837614,-122º8'27W / -122.14074,,37.837614,-122.14074,510,2002-02-27,2050-12-31,155.448,32.4,True
179,Winchester,Winchester,Southern Region Office,Riverside,2/7/2002,12/31/2050,True,True,1626,Grass,33º39'48N / 33.663325,-117º5'36W / -117.09338,,33.663325,-117.09338,1626,2002-02-07,2050-12-31,495.6048,216.22,True
180,Westmorland West,Westmorland,Southern Region Office,Imperial,11/8/2001,7/21/2003,False,True,-218,Alfalfa,33º7'27N / 33.124167,-115º48'12W / -115.80333,,33.124167,-115.80333,-218,2001-11-08,2003-07-21,-66.4464,117.06,False
181,Westmorland North,Imperial,Southern Region Office,Imperial,4/1/2004,6/17/2050,True,True,-200,Alfalfa,33º4'43N / 33.078611,-115º39'38W / -115.66056,,33.078611,-115.66056,-200,2004-04-01,2050-06-17,-60.96,107.18,True
182,Delano,Delano,South Central Region Office,Tulare,3/21/2002,12/31/2050,True,True,300,Grass,35º49'59N / 35.833,-119º15'21W / -119.25596,,35.833,-119.25596,300,2002-03-21,2050-12-31,91.44,0.11,True
183,Owens Lake North,Keeler,Southern Region Office,Inyo,12/16/2002,12/31/2050,True,False,3684,Bare,36º29'19N / 36.488611,-117º55'10W / -117.91944,,36.488611,-117.91944,3684,2002-12-16,2050-12-31,1122.8832,104.6,True
184,San Diego II,San Diego,Southern Region Office,San Diego,3/1/2002,12/31/2050,True,True,377,Grass,32º43'46N / 32.729578,-117º8'22W / -117.13934,,32.729578,-117.13934,377,2002-03-01,2050-12-31,114.90960000000001,249.42,True
185,UC-Mex,Calexico,Southern Region Office,Imperial,1/18/2002,8/28/2002,False,True,39,Grass,32º24'40N / 32.411111,-115º11'50W / -115.19722,,32.411111,-115.19722,39,2002-01-18,2002-08-28,11.8872,134.28,False
186,UC-San Luis,Calexico,Southern Region Office,Imperial,4/16/2002,1/25/2016,False,False,48,Grass,32º29'34N / 32.492658,-114º49'34W / -114.82616,,32.492658,-114.82616,48,2002-04-16,2016-01-25,14.630400000000002,116.1,True
187,Black Point,Novato,North Central Region Office,Marin,6/1/2003,12/31/2050,True,True,1,Grass,38º5'27N / 38.090933,-122º31'36W / -122.5267,,38.090933,-122.5267,1,2003-06-01,2050-12-31,0.3048,53.09,True
188,Madera II,Madera,South Central Region Office,Madera,3/27/2013,6/23/2018,False,True,242,Grass,37º1'12N / 37.02,-120º9'0W / -120.15,"DATE: 03-27-13<br />
<br />
STATION#;188<br />
STATION NAME: Madera II<br />
ETO ZONE: 12<br />
PREVAILING WINDS: NW<br />
LOCAL CHARACTER: Agricultural region with primary crops including grapes, almonds, pistachios and nursery stock.<br />
<br />
DESCRIPTION OF STATION SITE:<br />
Located in borderstrip irrigated pasture.<br />
<br />
NORTH:<br />
500ft: Pasture<br />
<br />
EAST:<br />
500ft: Pasture<br />
<br />
SOUTH:<br />
500ft: Pasture<br />
<br />
WEST:<br />
500ft: Pasture<br />
<br />
COMMENTS:<br />
Station 145 was moved to this location (2 miles East) and renamed 188 to distinguish the slightly different location. Station 145 was activated On May 13, 1998.",37.02,-120.15,242,2013-03-27,2018-06-23,73.7616,0.0,True
189,Owens Lake South,Cartago,Southern Region Office,Inyo,4/1/2003,12/31/2050,True,False,3682,Grass,36º21'31N / 36.358628,-117º56'38W / -117.94387,,36.358628,-117.94387,3682,2003-04-01,2050-12-31,1122.2736,100.52,True
190,Five Points South West,Five Points,South Central Region Office,Fresno,7/2/2003,12/4/2019,False,False,270,Grass,36º22'55N / 36.382028,-120º13'47W / -120.22985,,36.382028,-120.22985,270,2003-07-02,2019-12-04,82.296,2.37,True
191,Pleasanton,Pleasanton,North Central Region Office,Alameda,5/1/2004,12/31/2050,True,True,335,Grass,37º39'50N / 37.663969,-121º53'6W / -121.88503,,37.663969,-121.88503,335,2004-05-01,2050-12-31,102.108,25.97,True
192,Lake Arrowhead,Lake Arrowhead,Southern Region Office,San Bernardino,3/20/2004,12/31/2050,True,True,5148,Grass,34º15'21N / 34.255942,-117º13'5W / -117.21814,,34.255942,-117.21814,5148,2004-03-20,2050-12-31,1569.1104,167.96,True
193,Pacific Grove,Pacific Grove,South Central Region Office,Monterey,10/26/2011,12/31/2050,True,True,50,Grass,36º38'0N / 36.633222,-121º56'5W / -121.93486,,36.633222,-121.93486,50,2011-10-26,2050-12-31,15.24,95.56,True
194,Oakdale,Oakdale,South Central Region Office,Stanislaus,11/2/2004,12/31/2050,True,True,165,Grass,37º43'38N / 37.727194,-120º51'3W / -120.85086,,37.727194,-120.85086,165,2004-11-02,2050-12-31,50.292,0.22,True
